SubscriptionName,SubscriptionGuid,Date,ResourceGuid,ServiceName,ServiceType,ServiceRegion,ServiceResource,Quantity,Cost
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/24/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.00828","0.000218592"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/24/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/24/2017","{ED8A651A-E0A3-4DE6-A8AE-3B4CE8CB72CF}","Storage","Locally Redundant","All","Standard IO - Files (GB)","10.985293","0.65911758"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/24/2017","{F90F81D2-238A-49D0-9F1B-9DF13A859843}","Data Management","All","All","Standard IO - File Write Operation Units (in 10,000s)","15.0809","0.2262135"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/25/2017","{32C3EBEC-1646-49E3-8127-2CAFBD3A04D8}","Networking","All","Zone 1","Data Transfer In (GB)","0.000128","0"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/25/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000168","0.00001176"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/25/2017","{6A99015C-D33F-4F46-AE59-2E4D14091AA8}","Data Management","All","All","Standard IO - File Protocol Operation Units (in 10,000s)","3.9103","0.00586545"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/25/2017","{761ABAB8-259D-4206-A6AE-707ED03FC540}","Data Management","All","All","Standard IO - File Read Operation Units (in 10,000s)","3.9069","0.00586035"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/25/2017","{9995D93A-7D35-4D3F-9C69-7A7FEA447EF4}","Networking","All","Zone 1","Data Transfer Out (GB)","0.00016","0.00000776"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/25/2017","{ADB55C65-7F0D-4FFE-9E0E-A37D5CE6FD60}","Virtual Machines","Standard_NC24r VM","US East","Compute Hours","96","380.16"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/25/2017","{B9E5E77C-A0B3-4A2C-9B8B-57FA54F31C52}","Data Management","All","All","Standard IO - Table Batch Write Operation Units (in 10,000s)","0.0584","0.00002336"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/25/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.00828","0.000218592"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/25/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/25/2017","{ED8A651A-E0A3-4DE6-A8AE-3B4CE8CB72CF}","Storage","Locally Redundant","All","Standard IO - Files (GB)","12.138995","0.7283397"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/25/2017","{F90F81D2-238A-49D0-9F1B-9DF13A859843}","Data Management","All","All","Standard IO - File Write Operation Units (in 10,000s)","10.2622","0.153933"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/26/2017","{32C3EBEC-1646-49E3-8127-2CAFBD3A04D8}","Networking","All","Zone 1","Data Transfer In (GB)","0.000124","0"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/26/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000168","0.00001176"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/26/2017","{9995D93A-7D35-4D3F-9C69-7A7FEA447EF4}","Networking","All","Zone 1","Data Transfer Out (GB)","0.000159","0.0000077115"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/26/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0001","0.00000004"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/26/2017","{ADB55C65-7F0D-4FFE-9E0E-A37D5CE6FD60}","Virtual Machines","Standard_NC24r VM","US East","Compute Hours","96","380.16"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/26/2017","{B9E5E77C-A0B3-4A2C-9B8B-57FA54F31C52}","Data Management","All","All","Standard IO - Table Batch Write Operation Units (in 10,000s)","0.0585","0.0000234"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/26/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.00828","0.000218592"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/26/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/26/2017","{ED8A651A-E0A3-4DE6-A8AE-3B4CE8CB72CF}","Storage","Locally Redundant","All","Standard IO - Files (GB)","12.517368","0.75104208"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/27/2017","{32C3EBEC-1646-49E3-8127-2CAFBD3A04D8}","Networking","All","Zone 1","Data Transfer In (GB)","0.000138","0"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/27/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000168","0.00001176"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/27/2017","{761ABAB8-259D-4206-A6AE-707ED03FC540}","Data Management","All","All","Standard IO - File Read Operation Units (in 10,000s)","0.001","0.0000015"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/27/2017","{9995D93A-7D35-4D3F-9C69-7A7FEA447EF4}","Networking","All","Zone 1","Data Transfer Out (GB)","0.004829","0.0002342065"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/27/2017","{ADB55C65-7F0D-4FFE-9E0E-A37D5CE6FD60}","Virtual Machines","Standard_NC24r VM","US East","Compute Hours","96","380.16"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/27/2017","{B9E5E77C-A0B3-4A2C-9B8B-57FA54F31C52}","Data Management","All","All","Standard IO - Table Batch Write Operation Units (in 10,000s)","0.0584","0.00002336"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/27/2017","{BE63F96A-EF4B-42C1-9365-F9FA0E7431D0}","Data Management","All","All","Standard IO - File List Operation Units (in 10,000s)","0.0006","0.000009"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/27/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.00828","0.000218592"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/27/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/27/2017","{ED8A651A-E0A3-4DE6-A8AE-3B4CE8CB72CF}","Storage","Locally Redundant","All","Standard IO - Files (GB)","12.517368","0.75104208"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/28/2017","{12DA282F-7E96-49E2-983A-9A65DA2A4866}","Data Management","All","All","Standard IO - Table Read Operation Units (in 10,000s)","0.0001","0.00000004"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/28/2017","{32C3EBEC-1646-49E3-8127-2CAFBD3A04D8}","Networking","All","Zone 1","Data Transfer In (GB)","0.000615","0"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/28/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000168","0.00001176"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/28/2017","{40551B4C-E8BE-48ED-B70B-F8D25C7DE724}","Data Management","All","All","Standard IO - Block Blob Read Operation Units (in 10,000s)","0.0011","0.00000044"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/28/2017","{5E946CFC-ACC9-4A96-895B-92386FA63C9C}","Data Management","All","All","Standard IO - Queue Operation Units (in 10,000s)","0.0001","0.00000004"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/28/2017","{6A99015C-D33F-4F46-AE59-2E4D14091AA8}","Data Management","All","All","Standard IO - File Protocol Operation Units (in 10,000s)","0.0275","0.00004125"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/28/2017","{761ABAB8-259D-4206-A6AE-707ED03FC540}","Data Management","All","All","Standard IO - File Read Operation Units (in 10,000s)","0.0954","0.0001431"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/28/2017","{923978E1-FD3F-4BD5-A798-F4B533057E46}","Data Management","All","All","Standard IO - Block Blob Delete Operation Units (in 10,000s)","0.0003","0.00000012"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/28/2017","{9995D93A-7D35-4D3F-9C69-7A7FEA447EF4}","Networking","All","Zone 1","Data Transfer Out (GB)","315.290785","15.2916030725"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/28/2017","{9A56B4F4-1D78-416E-A19B-815490AD7910}","Data Management","All","All","Standard IO - Table Scan Operation Units (in 10,000s)","0.0005","0.0000002"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/28/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0016","0.00000064"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/28/2017","{AC5F153E-9A9E-480C-867D-95550D4EBDD4}","Storage","Locally Redundant","US East","Standard Managed Disk/S4 (Units)","0.02016","0.03096576"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/28/2017","{ADB55C65-7F0D-4FFE-9E0E-A37D5CE6FD60}","Virtual Machines","Standard_NC24r VM","US East","Compute Hours","114","451.44"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/28/2017","{B9E5E77C-A0B3-4A2C-9B8B-57FA54F31C52}","Data Management","All","All","Standard IO - Table Batch Write Operation Units (in 10,000s)","0.059","0.0000236"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/28/2017","{BE63F96A-EF4B-42C1-9365-F9FA0E7431D0}","Data Management","All","All","Standard IO - File List Operation Units (in 10,000s)","0.004","0.00006"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/28/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.008162","0.0002154768"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/28/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/28/2017","{ED8A651A-E0A3-4DE6-A8AE-3B4CE8CB72CF}","Storage","Locally Redundant","All","Standard IO - Files (GB)","12.517368","0.75104208"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/28/2017","{F90F81D2-238A-49D0-9F1B-9DF13A859843}","Data Management","All","All","Standard IO - File Write Operation Units (in 10,000s)","0.0264","0.000396"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/29/2017","{12DA282F-7E96-49E2-983A-9A65DA2A4866}","Data Management","All","All","Standard IO - Table Read Operation Units (in 10,000s)","0.0014","0.00000056"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/29/2017","{211E620C-EBCF-4DB5-A7FD-996ABEBE9546}","Data Management","All","All","Standard IO - Block Blob Write Operation Units (in 10,000s)","0.0088","0.00000352"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/29/2017","{32C3EBEC-1646-49E3-8127-2CAFBD3A04D8}","Networking","All","Zone 1","Data Transfer In (GB)","12.305018","0"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/29/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000168","0.00001176"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/29/2017","{40551B4C-E8BE-48ED-B70B-F8D25C7DE724}","Data Management","All","All","Standard IO - Block Blob Read Operation Units (in 10,000s)","0.0715","0.0000286"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/29/2017","{5E946CFC-ACC9-4A96-895B-92386FA63C9C}","Data Management","All","All","Standard IO - Queue Operation Units (in 10,000s)","0.0001","0.00000004"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/29/2017","{6A99015C-D33F-4F46-AE59-2E4D14091AA8}","Data Management","All","All","Standard IO - File Protocol Operation Units (in 10,000s)","0.8333","0.00124995"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/29/2017","{761ABAB8-259D-4206-A6AE-707ED03FC540}","Data Management","All","All","Standard IO - File Read Operation Units (in 10,000s)","2.1073","0.00316095"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/29/2017","{923978E1-FD3F-4BD5-A798-F4B533057E46}","Data Management","All","All","Standard IO - Block Blob Delete Operation Units (in 10,000s)","0.0003","0.00000012"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/29/2017","{9995D93A-7D35-4D3F-9C69-7A7FEA447EF4}","Networking","All","Zone 1","Data Transfer Out (GB)","72.755986","3.528665321"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/29/2017","{9A56B4F4-1D78-416E-A19B-815490AD7910}","Data Management","All","All","Standard IO - Table Scan Operation Units (in 10,000s)","0.0054","0.00000216"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/29/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0069","0.00000276"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/29/2017","{AC5F153E-9A9E-480C-867D-95550D4EBDD4}","Storage","Locally Redundant","US East","Standard Managed Disk/S4 (Units)","0.002688","0.004128768"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/29/2017","{ADB55C65-7F0D-4FFE-9E0E-A37D5CE6FD60}","Virtual Machines","Standard_NC24r VM","US East","Compute Hours","10.683447","42.30645012"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/29/2017","{B9E5E77C-A0B3-4A2C-9B8B-57FA54F31C52}","Data Management","All","All","Standard IO - Table Batch Write Operation Units (in 10,000s)","0.0599","0.00002396"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/29/2017","{BE63F96A-EF4B-42C1-9365-F9FA0E7431D0}","Data Management","All","All","Standard IO - File List Operation Units (in 10,000s)","0.0014","0.000021"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/29/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.005566","0.0001469424"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/29/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/29/2017","{ED8A651A-E0A3-4DE6-A8AE-3B4CE8CB72CF}","Storage","Locally Redundant","All","Standard IO - Files (GB)","12.892268","0.77353608"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/29/2017","{F8C187BB-5A47-46AE-B874-F186D207FFF4}","Data Management","All","All","Standard IO - Block Blob List Operation Units (in 10,000s)","0.0006","0.00000024"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/29/2017","{F90F81D2-238A-49D0-9F1B-9DF13A859843}","Data Management","All","All","Standard IO - File Write Operation Units (in 10,000s)","1.3104","0.019656"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/30/2017","{32C3EBEC-1646-49E3-8127-2CAFBD3A04D8}","Networking","All","Zone 1","Data Transfer In (GB)","0.000101","0"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/30/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000164","0.00001148"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/30/2017","{6A99015C-D33F-4F46-AE59-2E4D14091AA8}","Data Management","All","All","Standard IO - File Protocol Operation Units (in 10,000s)","5.38","0.00807"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/30/2017","{761ABAB8-259D-4206-A6AE-707ED03FC540}","Data Management","All","All","Standard IO - File Read Operation Units (in 10,000s)","5.3783","0.00806745"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/30/2017","{9995D93A-7D35-4D3F-9C69-7A7FEA447EF4}","Networking","All","Zone 1","Data Transfer Out (GB)","0.000298","0.000014453"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/30/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0005","0.0000002"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/30/2017","{AC5F153E-9A9E-480C-867D-95550D4EBDD4}","Storage","Locally Redundant","US East","Standard Managed Disk/S4 (Units)","0.05376","0.08257536"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/30/2017","{ADB55C65-7F0D-4FFE-9E0E-A37D5CE6FD60}","Virtual Machines","Standard_NC24r VM","US East","Compute Hours","96","380.16"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/30/2017","{B9E5E77C-A0B3-4A2C-9B8B-57FA54F31C52}","Data Management","All","All","Standard IO - Table Batch Write Operation Units (in 10,000s)","0.0579","0.00002316"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/30/2017","{BE63F96A-EF4B-42C1-9365-F9FA0E7431D0}","Data Management","All","All","Standard IO - File List Operation Units (in 10,000s)","0.0008","0.000012"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/30/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.008053","0.0002125992"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/30/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/30/2017","{ED8A651A-E0A3-4DE6-A8AE-3B4CE8CB72CF}","Storage","Locally Redundant","All","Standard IO - Files (GB)","12.778179","0.76669074"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","11/30/2017","{F90F81D2-238A-49D0-9F1B-9DF13A859843}","Data Management","All","All","Standard IO - File Write Operation Units (in 10,000s)","12.1599","0.1823985"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","12/1/2017","{32C3EBEC-1646-49E3-8127-2CAFBD3A04D8}","Networking","All","Zone 1","Data Transfer In (GB)","0.0001","0"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","12/1/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000168","0.00001176"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","12/1/2017","{6A99015C-D33F-4F46-AE59-2E4D14091AA8}","Data Management","All","All","Standard IO - File Protocol Operation Units (in 10,000s)","5.6504","0.0084756"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","12/1/2017","{761ABAB8-259D-4206-A6AE-707ED03FC540}","Data Management","All","All","Standard IO - File Read Operation Units (in 10,000s)","5.6471","0.00847065"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","12/1/2017","{9995D93A-7D35-4D3F-9C69-7A7FEA447EF4}","Networking","All","Zone 1","Data Transfer Out (GB)","0.000857","0.0000415645"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","12/1/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0028","0.00000112"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","12/1/2017","{AC5F153E-9A9E-480C-867D-95550D4EBDD4}","Storage","Locally Redundant","US East","Standard Managed Disk/S4 (Units)","0.05376","0.08257536"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","12/1/2017","{ADB55C65-7F0D-4FFE-9E0E-A37D5CE6FD60}","Virtual Machines","Standard_NC24r VM","US East","Compute Hours","96","380.16"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","12/1/2017","{B9E5E77C-A0B3-4A2C-9B8B-57FA54F31C52}","Data Management","All","All","Standard IO - Table Batch Write Operation Units (in 10,000s)","0.0603","0.00002412"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","12/1/2017","{BE63F96A-EF4B-42C1-9365-F9FA0E7431D0}","Data Management","All","All","Standard IO - File List Operation Units (in 10,000s)","0.0008","0.000012"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","12/1/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.00828","0.000218592"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","12/1/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","12/1/2017","{ED8A651A-E0A3-4DE6-A8AE-3B4CE8CB72CF}","Storage","Locally Redundant","All","Standard IO - Files (GB)","14.522136","0.87132816"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","12/1/2017","{F90F81D2-238A-49D0-9F1B-9DF13A859843}","Data Management","All","All","Standard IO - File Write Operation Units (in 10,000s)","15.0878","0.226317"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","12/2/2017","{32C3EBEC-1646-49E3-8127-2CAFBD3A04D8}","Networking","All","Zone 1","Data Transfer In (GB)","0.000137","0"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","12/2/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000168","0.00001176"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","12/2/2017","{6A99015C-D33F-4F46-AE59-2E4D14091AA8}","Data Management","All","All","Standard IO - File Protocol Operation Units (in 10,000s)","5.3982","0.0080973"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","12/2/2017","{761ABAB8-259D-4206-A6AE-707ED03FC540}","Data Management","All","All","Standard IO - File Read Operation Units (in 10,000s)","5.3958","0.0080937"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","12/2/2017","{9995D93A-7D35-4D3F-9C69-7A7FEA447EF4}","Networking","All","Zone 1","Data Transfer Out (GB)","0.000934","0.000045299"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","12/2/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0001","0.00000004"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","12/2/2017","{AC5F153E-9A9E-480C-867D-95550D4EBDD4}","Storage","Locally Redundant","US East","Standard Managed Disk/S4 (Units)","0.05376","0.08257536"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","12/2/2017","{ADB55C65-7F0D-4FFE-9E0E-A37D5CE6FD60}","Virtual Machines","Standard_NC24r VM","US East","Compute Hours","96","380.16"
